date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:53:29	576543/576543	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Nov%202023%2010:14:06%20GMT	https://kgswc.org/wp-content/uploads/2023/11/DAY14.jpg	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2023/11/DAY14.jpg	(from https://kgswc.org/)
12:53:31	52978/52978	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:25%20GMT	https://kgswc.org/history/	D:/KGSWC/kgswc/kgswc.org/history/index.html	(from https://kgswc.org/)
12:53:31	65927/65927	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:26%20GMT	https://kgswc.org/committee-2022/	D:/KGSWC/kgswc/kgswc.org/committee-2022/index.html	(from https://kgswc.org/)
12:53:31	60288/60288	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:26%20GMT	https://kgswc.org/home-2022/	D:/KGSWC/kgswc/kgswc.org/home-2022/index.html	(from https://kgswc.org/)
12:53:31	7303/7303	---M--	200	added ('OK')	image/gif	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/loading.gif	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/loading.gif	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:32	58434/58434	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:29%20GMT	https://kgswc.org/call-of-papers-2022/	D:/KGSWC/kgswc/kgswc.org/call-of-papers-2022/index.html	(from https://kgswc.org/)
12:53:32	1377/1377	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/prev.png	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/prev.png	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:34	74845/74845	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:30%20GMT	https://kgswc.org/keynote-speakers-2022/	D:/KGSWC/kgswc/kgswc.org/keynote-speakers-2022/index.html	(from https://kgswc.org/)
12:53:34	1329/1329	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/next.png	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/next.png	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:35	57772/57772	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:31%20GMT	https://kgswc.org/venue-2022/	D:/KGSWC/kgswc/kgswc.org/venue-2022/index.html	(from https://kgswc.org/)
12:53:35	1222/1222	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/close.png	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/close.png	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:35	56133/56133	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:31%20GMT	https://kgswc.org/important-dates-2022/	D:/KGSWC/kgswc/kgswc.org/important-dates-2022/index.html	(from https://kgswc.org/)
12:53:36	18134/18134	---M--	200	added ('OK')	image/gif	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/loading@2x.gif	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/loading@2x.gif	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:36	68152/68152	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:31%20GMT	https://kgswc.org/accepted-papers-2022/	D:/KGSWC/kgswc/kgswc.org/accepted-papers-2022/index.html	(from https://kgswc.org/)
12:53:37	58576/58576	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:34%20GMT	https://kgswc.org/participation-latin-american-industry-track-latami-2022/	D:/KGSWC/kgswc/kgswc.org/participation-latin-american-industry-track-latami-2022/index.html	(from https://kgswc.org/)
12:53:37	1746/1746	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/prev@2x.png	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/prev@2x.png	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:37	57233/57233	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:34%20GMT	https://kgswc.org/industry-talk-1-semantic-data-models-construction-in-the-h2020-platoon-project/	D:/KGSWC/kgswc/kgswc.org/industry-talk-1-semantic-data-models-construction-in-the-h2020-platoon-project/index.html	(from https://kgswc.org/)
12:53:38	1839/1839	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/next@2x.png	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/next@2x.png	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:40	56426/56426	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:35%20GMT	https://kgswc.org/industry-talk-2-ontologies-for-building-digital-twins/	D:/KGSWC/kgswc/kgswc.org/industry-talk-2-ontologies-for-building-digital-twins/index.html	(from https://kgswc.org/)
12:53:40	55768/55768	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:36%20GMT	https://kgswc.org/school-2022/	D:/KGSWC/kgswc/kgswc.org/school-2022/index.html	(from https://kgswc.org/)
12:53:40	1690/1690	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/close@2x.png	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/images/nivo-icons/close@2x.png	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:40	60697/60697	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:36%20GMT	https://kgswc.org/summer-cuba/	D:/KGSWC/kgswc/kgswc.org/summer-cuba/index.html	(from https://kgswc.org/)
12:53:40	58580/58580	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:37%20GMT	https://kgswc.org/winter-madrid/	D:/KGSWC/kgswc/kgswc.org/winter-madrid/index.html	(from https://kgswc.org/)
12:53:42	53050/53050	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:39%20GMT	https://kgswc.org/workshops-2022/	D:/KGSWC/kgswc/kgswc.org/workshops-2022/index.html	(from https://kgswc.org/)
12:53:44	64710/64710	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:39%20GMT	https://kgswc.org/4th-international-workshop-on-semantic-web-iwsw-2022/	D:/KGSWC/kgswc/kgswc.org/4th-international-workshop-on-semantic-web-iwsw-2022/index.html	(from https://kgswc.org/)
12:53:44	60085/60085	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2007:23:39%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/css/owl.video.play.png	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/css/owl.video.play.png	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:47	65765/65765	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:40%20GMT	https://kgswc.org/1st-international-workshop-on-semantic-iot-iwsiot-2022/	D:/KGSWC/kgswc/kgswc.org/1st-international-workshop-on-semantic-iot-iwsiot-2022/index.html	(from https://kgswc.org/)
12:53:48	67524/67524	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:43%20GMT	https://kgswc.org/2nd-international-workshop-on-deep-learning-for-question-answering-iwdlq-2022/	D:/KGSWC/kgswc/kgswc.org/2nd-international-workshop-on-deep-learning-for-question-answering-iwdlq-2022/index.html	(from https://kgswc.org/)
12:53:48	68366/68366	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:42%20GMT	https://kgswc.org/2nd-international-workshop-on-multilingual-semantic-web-iwmsw-2022/	D:/KGSWC/kgswc/kgswc.org/2nd-international-workshop-on-multilingual-semantic-web-iwmsw-2022/index.html	(from https://kgswc.org/)
12:53:48	67575/67575	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:44%20GMT	https://kgswc.org/2nd-international-workshop-on-joint-use-of-probabilistic-graphical-models-and-ontologypgmonto-2022/	D:/KGSWC/kgswc/kgswc.org/2nd-international-workshop-on-joint-use-of-probabilistic-graphical-models-and-ontologypgmonto-2022/index.html	(from https://kgswc.org/)
12:53:49	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.eot	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.eot	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:50	56871/56871	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:47%20GMT	https://kgswc.org/kgswc-2020/	D:/KGSWC/kgswc/kgswc.org/kgswc-2020/index.html	(from https://kgswc.org/)
12:53:51	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.eot?	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400d41d.eot	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:51	56901/56901	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:48%20GMT	https://kgswc.org/kgswc-2021/	D:/KGSWC/kgswc/kgswc.org/kgswc-2021/index.html	(from https://kgswc.org/)
12:53:52	56658/56658	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:48%20GMT	https://kgswc.org/kgswc-2019/	D:/KGSWC/kgswc/kgswc.org/kgswc-2019/index.html	(from https://kgswc.org/)
12:53:52	60852/60852	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:49%20GMT	https://kgswc.org/workshops-2023/	D:/KGSWC/kgswc/kgswc.org/workshops-2023/index.html	(from https://kgswc.org/)
12:53:53	67600/67600	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:51%20GMT	https://kgswc.org/3rd-international-workshop-on-multilingual-semantic-web-iwmsw-2023/	D:/KGSWC/kgswc/kgswc.org/3rd-international-workshop-on-multilingual-semantic-web-iwmsw-2023/index.html	(from https://kgswc.org/)
12:53:53	76736/76736	---M--	200	added ('OK')	font/woff2	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.woff2	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.woff2	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:53	89988/89988	---M--	200	added ('OK')	font/woff	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.woff	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.woff	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:56	133988/133988	---M--	200	added ('OK')	font/ttf	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.ttf	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.ttf	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:53:56	58300/58300	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:51%20GMT	https://kgswc.org/2nd-international-workshop-on-semantic-iot-iwsiot2023/	D:/KGSWC/kgswc/kgswc.org/2nd-international-workshop-on-semantic-iot-iwsiot2023/index.html	(from https://kgswc.org/)
12:53:56	55068/55068	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:51%20GMT	https://kgswc.org/participation-latin-american-industry-track-latami/	D:/KGSWC/kgswc/kgswc.org/participation-latin-american-industry-track-latami/index.html	(from https://kgswc.org/)
12:53:56	56368/56368	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:52%20GMT	https://kgswc.org/school/	D:/KGSWC/kgswc/kgswc.org/school/index.html	(from https://kgswc.org/)
12:54:02	56998/56998	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:55%20GMT	https://kgswc.org/call-for-sponsors/	D:/KGSWC/kgswc/kgswc.org/call-for-sponsors/index.html	(from https://kgswc.org/)
12:54:02	64217/64217	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:57%20GMT	https://kgswc.org/registration/	D:/KGSWC/kgswc/kgswc.org/registration/index.html	(from https://kgswc.org/)
12:54:02	90576/90576	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:23:56%20GMT	https://kgswc.org/our-sponsors/	D:/KGSWC/kgswc/kgswc.org/our-sponsors/index.html	(from https://kgswc.org/)
12:54:03	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.eot	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.eot	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:03	747927/747927	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.svg	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-brands-400.svg	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:04	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.eot?	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400d41d.eot	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
